index,City,Date,Card Type,Exp Type,Gender,Amount,Month
13300,"Greater Mumbai, India",2014-03-15,Platinum,Entertainment,M,234652,March
13301,"Bengaluru, India",2014-04-27,Platinum,Food,M,292248,April
13302,"Bengaluru, India",2014-10-26,Silver,Entertainment,M,276191,October
13303,"Ahmedabad, India",2015-02-16,Platinum,Grocery,M,18216,February
13304,"Greater Mumbai, India",2015-03-23,Silver,Food,F,72323,March
13305,"Delhi, India",2015-02-15,Signature,Entertainment,F,118210,February
13306,"Delhi, India",2014-05-09,Platinum,Grocery,F,239383,May
13307,"Bengaluru, India",2014-02-06,Signature,Entertainment,M,233455,February
13308,"Ahmedabad, India",2014-03-08,Gold,Entertainment,F,280776,March
13309,"Ahmedabad, India",2015-01-05,Silver,Food,M,122913,January
13310,"Ahmedabad, India",2014-08-16,Platinum,Fuel,M,97745,August
13311,"Ahmedabad, India",2013-10-09,Signature,Food,F,28640,October
13312,"Bengaluru, India",2014-10-11,Platinum,Bills,F,195365,October
13313,"Greater Mumbai, India",2015-02-07,Platinum,Grocery,F,191391,February
13314,"Delhi, India",2014-06-29,Platinum,Entertainment,F,201363,June
13315,"Ahmedabad, India",2013-10-16,Silver,Fuel,F,183607,October
13316,"Bengaluru, India",2014-09-15,Silver,Entertainment,M,152958,September
13317,"Ahmedabad, India",2014-02-18,Silver,Food,M,85015,February
13318,"Delhi, India",2014-12-23,Platinum,Food,F,79360,December
13319,"Ahmedabad, India",2014-08-10,Platinum,Food,M,22361,August
13320,"Bengaluru, India",2014-09-28,Gold,Fuel,M,234288,September
13321,"Ahmedabad, India",2014-05-14,Gold,Entertainment,M,224999,May
13322,"Ahmedabad, India",2013-10-31,Silver,Food,M,281141,October
13323,"Greater Mumbai, India",2015-02-04,Gold,Grocery,F,253540,February
13324,"Delhi, India",2015-05-26,Signature,Grocery,F,33068,May
13325,"Ahmedabad, India",2014-02-17,Silver,Entertainment,M,16557,February
13326,"Delhi, India",2014-09-20,Platinum,Food,F,132979,September
13327,"Greater Mumbai, India",2014-04-19,Platinum,Bills,M,235997,April
13328,"Greater Mumbai, India",2014-02-14,Signature,Grocery,F,151666,February
13329,"Delhi, India",2014-03-08,Silver,Food,M,298317,March
13330,"Bengaluru, India",2013-10-28,Signature,Entertainment,F,135079,October
13331,"Bengaluru, India",2014-12-11,Platinum,Bills,F,249786,December
13332,"Delhi, India",2014-06-04,Signature,Entertainment,M,278192,June
13333,"Delhi, India",2013-11-19,Silver,Grocery,M,291809,November
13334,"Delhi, India",2014-12-28,Signature,Entertainment,F,226415,December
13335,"Greater Mumbai, India",2014-10-27,Silver,Food,F,296295,October
13336,"Bengaluru, India",2014-11-15,Gold,Bills,F,66295,November
13337,"Bengaluru, India",2015-04-11,Platinum,Fuel,F,208305,April
13338,"Delhi, India",2014-09-05,Platinum,Grocery,M,239037,September
13339,"Bengaluru, India",2014-07-08,Gold,Fuel,M,237573,July
13340,"Ahmedabad, India",2014-01-15,Platinum,Grocery,F,151731,January
13341,"Greater Mumbai, India",2014-04-27,Platinum,Entertainment,M,296252,April
13342,"Greater Mumbai, India",2014-04-16,Signature,Food,F,169487,April
13343,"Greater Mumbai, India",2014-01-08,Platinum,Grocery,M,173083,January
13344,"Greater Mumbai, India",2014-02-12,Platinum,Grocery,M,23295,February
13345,"Ahmedabad, India",2014-01-27,Silver,Entertainment,M,49464,January
13346,"Greater Mumbai, India",2014-10-06,Gold,Fuel,M,81963,October
13347,"Delhi, India",2014-03-09,Signature,Grocery,F,205391,March
13348,"Greater Mumbai, India",2015-03-16,Signature,Entertainment,F,195266,March
13349,"Greater Mumbai, India",2013-10-13,Gold,Bills,M,7117,October
13350,"Delhi, India",2014-09-19,Gold,Grocery,M,93946,September
13351,"Greater Mumbai, India",2014-04-15,Platinum,Fuel,F,90984,April
13352,"Greater Mumbai, India",2014-04-15,Signature,Grocery,M,278176,April
13353,"Bengaluru, India",2014-12-13,Silver,Food,M,127515,December
13354,"Ahmedabad, India",2014-03-13,Signature,Entertainment,M,145286,March
13355,"Ahmedabad, India",2015-02-25,Silver,Entertainment,M,264671,February
13356,"Bengaluru, India",2014-12-18,Platinum,Food,M,156737,December
13357,"Greater Mumbai, India",2014-01-18,Signature,Fuel,F,177065,January
13358,"Delhi, India",2015-05-23,Signature,Grocery,F,215556,May
13359,"Delhi, India",2014-09-23,Signature,Grocery,F,182064,September
13360,"Delhi, India",2014-02-08,Platinum,Grocery,F,166315,February
13361,"Ahmedabad, India",2014-10-20,Signature,Bills,M,180561,October
13362,"Ahmedabad, India",2014-04-02,Signature,Bills,F,174381,April
13363,"Bengaluru, India",2015-03-23,Signature,Grocery,F,230862,March
13364,"Ahmedabad, India",2014-08-09,Gold,Food,M,123549,August
13365,"Delhi, India",2013-10-18,Signature,Entertainment,F,68008,October
13366,"Bengaluru, India",2014-07-28,Platinum,Grocery,F,36013,July
13367,"Ahmedabad, India",2014-05-30,Gold,Fuel,M,230546,May
13368,"Delhi, India",2015-02-25,Signature,Fuel,F,116559,February
13369,"Ahmedabad, India",2015-04-26,Silver,Grocery,F,294131,April
13370,"Ahmedabad, India",2014-06-27,Silver,Food,M,115402,June
13371,"Ahmedabad, India",2013-12-30,Signature,Food,F,176492,December
13372,"Ahmedabad, India",2014-01-19,Gold,Bills,F,129198,January
13373,"Delhi, India",2014-01-24,Platinum,Grocery,F,70929,January
13374,"Greater Mumbai, India",2014-11-19,Platinum,Entertainment,F,212841,November
13375,"Bengaluru, India",2014-07-31,Platinum,Bills,F,8670,July
13376,"Bengaluru, India",2014-11-23,Signature,Grocery,F,125789,November
13377,"Ahmedabad, India",2014-01-18,Platinum,Fuel,M,65293,January
13378,"Ahmedabad, India",2013-12-03,Silver,Bills,M,93387,December
13379,"Bengaluru, India",2014-05-04,Platinum,Bills,F,132646,May
13380,"Bengaluru, India",2014-08-26,Platinum,Entertainment,M,187994,August
13381,"Delhi, India",2013-10-30,Platinum,Fuel,F,119213,October
13382,"Ahmedabad, India",2014-02-19,Gold,Fuel,M,13278,February
13383,"Bengaluru, India",2014-12-21,Silver,Bills,M,294460,December
13384,"Greater Mumbai, India",2013-10-14,Platinum,Entertainment,M,251632,October
13385,"Greater Mumbai, India",2014-01-27,Signature,Bills,M,17886,January
13386,"Bengaluru, India",2014-07-11,Signature,Grocery,M,193316,July
13387,"Ahmedabad, India",2014-10-31,Signature,Food,M,126887,October
13388,"Delhi, India",2014-10-02,Platinum,Food,M,180977,October
13389,"Bengaluru, India",2014-12-09,Platinum,Food,M,148344,December
13390,"Ahmedabad, India",2014-04-03,Gold,Grocery,M,118152,April
13391,"Ahmedabad, India",2015-05-06,Gold,Food,F,172597,May
13392,"Greater Mumbai, India",2014-05-12,Signature,Food,M,226911,May
13393,"Bengaluru, India",2013-11-24,Signature,Fuel,M,238655,November
13394,"Ahmedabad, India",2014-09-12,Signature,Food,M,27963,September
13395,"Ahmedabad, India",2015-05-21,Gold,Grocery,F,218781,May
13396,"Greater Mumbai, India",2014-04-04,Platinum,Fuel,M,272014,April
13397,"Ahmedabad, India",2014-07-02,Gold,Entertainment,M,176079,July
13398,"Bengaluru, India",2014-09-02,Platinum,Fuel,M,157094,September
13399,"Greater Mumbai, India",2014-06-09,Platinum,Bills,M,64772,June
13400,"Ahmedabad, India",2014-11-21,Gold,Food,M,49942,November
13401,"Bengaluru, India",2014-05-26,Gold,Food,F,99283,May
13402,"Greater Mumbai, India",2014-03-17,Gold,Grocery,M,141939,March
13403,"Ahmedabad, India",2015-02-20,Signature,Fuel,F,184661,February
13404,"Ahmedabad, India",2014-04-14,Platinum,Fuel,M,241841,April
13405,"Greater Mumbai, India",2014-05-12,Gold,Grocery,F,126411,May
13406,"Ahmedabad, India",2015-03-06,Gold,Bills,M,88636,March
13407,"Delhi, India",2015-02-16,Silver,Fuel,M,85736,February
13408,"Greater Mumbai, India",2014-10-04,Silver,Bills,F,239847,October
13409,"Ahmedabad, India",2013-11-19,Platinum,Bills,M,254668,November
13410,"Bengaluru, India",2015-01-31,Gold,Bills,F,95501,January
13411,"Bengaluru, India",2015-03-31,Gold,Bills,M,211199,March
13412,"Greater Mumbai, India",2014-09-14,Platinum,Grocery,F,120000,September
13413,"Ahmedabad, India",2015-05-09,Signature,Fuel,M,168481,May
13414,"Delhi, India",2014-10-20,Signature,Grocery,M,291958,October
13415,"Bengaluru, India",2014-12-04,Platinum,Food,M,270338,December
13416,"Ahmedabad, India",2014-01-27,Platinum,Fuel,F,209730,January
13417,"Delhi, India",2014-02-28,Silver,Bills,F,266296,February
13418,"Delhi, India",2014-07-10,Silver,Grocery,F,71249,July
13419,"Greater Mumbai, India",2015-02-06,Gold,Grocery,F,127626,February
13420,"Delhi, India",2015-04-12,Gold,Fuel,F,10514,April
13421,"Greater Mumbai, India",2015-01-07,Platinum,Grocery,M,190563,January
13422,"Bengaluru, India",2014-04-06,Silver,Fuel,M,197675,April
13423,"Delhi, India",2015-01-18,Gold,Fuel,M,116046,January
13424,"Delhi, India",2015-05-26,Platinum,Entertainment,F,245806,May
13425,"Delhi, India",2013-10-17,Gold,Entertainment,M,69575,October
13426,"Bengaluru, India",2014-09-22,Platinum,Fuel,F,203745,September
13427,"Greater Mumbai, India",2014-08-24,Gold,Bills,M,260454,August
13428,"Bengaluru, India",2014-09-29,Gold,Food,F,102034,September
13429,"Greater Mumbai, India",2013-12-10,Gold,Food,M,110624,December
13430,"Bengaluru, India",2013-10-18,Signature,Entertainment,M,236169,October
13431,"Delhi, India",2014-04-01,Gold,Grocery,M,23697,April
13432,"Ahmedabad, India",2015-02-20,Signature,Fuel,F,249906,February
13433,"Bengaluru, India",2014-06-26,Gold,Grocery,M,226394,June
13434,"Greater Mumbai, India",2014-01-30,Gold,Fuel,F,196016,January
13435,"Greater Mumbai, India",2013-10-14,Silver,Food,M,72419,October
13436,"Delhi, India",2014-01-18,Gold,Bills,F,47558,January
13437,"Delhi, India",2014-06-12,Signature,Food,M,14032,June
13438,"Greater Mumbai, India",2013-11-22,Signature,Food,M,203045,November
13439,"Bengaluru, India",2014-10-17,Platinum,Grocery,M,112451,October
13440,"Bengaluru, India",2013-12-13,Signature,Food,M,229597,December
13441,"Greater Mumbai, India",2015-05-10,Silver,Bills,M,126435,May
13442,"Greater Mumbai, India",2014-01-17,Gold,Bills,F,233490,January
13443,"Greater Mumbai, India",2014-12-14,Signature,Food,F,124046,December
13444,"Delhi, India",2014-05-02,Platinum,Grocery,F,1005,May
13445,"Delhi, India",2014-07-15,Platinum,Fuel,M,255963,July
13446,"Greater Mumbai, India",2014-11-25,Platinum,Entertainment,F,130913,November
13447,"Delhi, India",2014-12-04,Platinum,Food,F,142822,December
13448,"Ahmedabad, India",2014-12-10,Gold,Food,M,142249,December
13449,"Delhi, India",2015-02-06,Signature,Bills,F,241213,February
13450,"Ahmedabad, India",2014-06-07,Gold,Grocery,M,170476,June
13451,"Greater Mumbai, India",2013-11-29,Platinum,Food,M,207628,November
13452,"Greater Mumbai, India",2014-07-26,Silver,Grocery,F,130713,July
13453,"Bengaluru, India",2014-06-27,Signature,Fuel,M,149073,June
13454,"Ahmedabad, India",2014-06-21,Silver,Grocery,F,294583,June
13455,"Delhi, India",2014-10-12,Platinum,Grocery,F,219282,October
13456,"Ahmedabad, India",2014-06-11,Signature,Bills,F,108016,June
13457,"Delhi, India",2014-07-21,Silver,Bills,F,295493,July
13458,"Bengaluru, India",2015-03-23,Gold,Bills,F,248831,March
13459,"Delhi, India",2015-03-02,Silver,Food,M,246164,March
13460,"Greater Mumbai, India",2014-08-28,Gold,Food,M,82070,August
13461,"Delhi, India",2013-12-15,Gold,Bills,F,281000,December
13462,"Greater Mumbai, India",2014-06-18,Platinum,Grocery,F,3740,June
13463,"Delhi, India",2014-09-08,Silver,Bills,F,71910,September
13464,"Bengaluru, India",2013-12-19,Signature,Bills,M,287553,December
13465,"Greater Mumbai, India",2013-11-09,Signature,Grocery,M,234607,November
13466,"Delhi, India",2014-09-15,Platinum,Entertainment,M,33183,September
13467,"Ahmedabad, India",2014-12-07,Signature,Bills,F,266415,December
13468,"Bengaluru, India",2014-08-14,Silver,Fuel,M,29461,August
13469,"Delhi, India",2014-05-19,Platinum,Grocery,F,261062,May
13470,"Ahmedabad, India",2014-01-19,Platinum,Grocery,M,192180,January
13471,"Ahmedabad, India",2014-01-14,Gold,Grocery,F,156119,January
13472,"Delhi, India",2014-09-23,Gold,Food,F,145404,September
13473,"Delhi, India",2014-06-26,Silver,Grocery,F,78841,June
13474,"Ahmedabad, India",2015-01-09,Silver,Grocery,M,43073,January
13475,"Delhi, India",2014-10-08,Gold,Food,M,175290,October
13476,"Delhi, India",2015-01-06,Silver,Bills,M,88970,January
13477,"Ahmedabad, India",2015-04-23,Gold,Fuel,M,196296,April
13478,"Delhi, India",2014-01-22,Signature,Food,M,188981,January
13479,"Greater Mumbai, India",2013-11-08,Signature,Grocery,M,114091,November
13480,"Ahmedabad, India",2014-02-12,Platinum,Food,M,90121,February
13481,"Greater Mumbai, India",2015-01-07,Gold,Grocery,F,22150,January
13482,"Greater Mumbai, India",2014-09-06,Signature,Fuel,M,172137,September
13483,"Ahmedabad, India",2014-10-16,Signature,Food,F,8378,October
13484,"Greater Mumbai, India",2015-01-21,Silver,Entertainment,M,249416,January
13485,"Ahmedabad, India",2014-06-12,Platinum,Grocery,F,135446,June
13486,"Ahmedabad, India",2013-12-03,Gold,Entertainment,M,298419,December
13487,"Greater Mumbai, India",2015-02-07,Signature,Grocery,M,160660,February
13488,"Bengaluru, India",2014-10-14,Signature,Fuel,M,92218,October
13489,"Ahmedabad, India",2014-12-14,Gold,Grocery,M,226839,December
13490,"Ahmedabad, India",2014-12-06,Silver,Grocery,M,135680,December
13491,"Bengaluru, India",2014-02-17,Platinum,Bills,F,210365,February
13492,"Bengaluru, India",2014-11-28,Signature,Food,M,243014,November
13493,"Delhi, India",2015-03-29,Silver,Entertainment,M,141271,March
13494,"Delhi, India",2014-01-09,Gold,Entertainment,F,209992,January
13495,"Greater Mumbai, India",2014-11-11,Signature,Entertainment,F,31666,November
13496,"Ahmedabad, India",2015-04-13,Gold,Entertainment,M,217049,April
13497,"Greater Mumbai, India",2013-12-28,Platinum,Fuel,M,40930,December
13498,"Delhi, India",2014-01-08,Signature,Grocery,F,246535,January
13499,"Bengaluru, India",2014-08-06,Gold,Grocery,F,1972,August
13500,"Greater Mumbai, India",2014-02-19,Signature,Bills,M,297551,February
13501,"Bengaluru, India",2014-09-28,Gold,Fuel,M,138315,September
13502,"Bengaluru, India",2015-05-11,Platinum,Food,F,274343,May
13503,"Bengaluru, India",2015-01-21,Signature,Fuel,F,222019,January
13504,"Ahmedabad, India",2014-07-21,Silver,Grocery,M,215629,July
13505,"Delhi, India",2015-01-15,Silver,Fuel,F,110482,January
13506,"Bengaluru, India",2014-04-20,Gold,Grocery,F,98457,April
13507,"Delhi, India",2014-03-09,Gold,Grocery,M,139519,March
13508,"Ahmedabad, India",2014-07-12,Silver,Grocery,F,296050,July
13509,"Delhi, India",2015-04-27,Gold,Bills,F,50476,April
13510,"Bengaluru, India",2014-03-18,Signature,Bills,F,292575,March
13511,"Greater Mumbai, India",2015-02-22,Signature,Grocery,F,274505,February
13512,"Greater Mumbai, India",2015-04-27,Signature,Food,F,38864,April
13513,"Ahmedabad, India",2014-07-04,Gold,Food,M,227349,July
13514,"Bengaluru, India",2014-08-06,Gold,Grocery,M,46631,August
13515,"Ahmedabad, India",2014-06-16,Gold,Grocery,M,7867,June
13516,"Bengaluru, India",2014-05-15,Platinum,Bills,M,152693,May
13517,"Ahmedabad, India",2015-02-04,Signature,Bills,F,103906,February
13518,"Ahmedabad, India",2014-11-23,Signature,Bills,F,196033,November
13519,"Delhi, India",2014-06-02,Silver,Fuel,M,266243,June
13520,"Greater Mumbai, India",2014-12-27,Platinum,Grocery,M,45584,December
13521,"Delhi, India",2014-04-06,Gold,Food,M,270525,April
13522,"Greater Mumbai, India",2015-02-09,Silver,Food,F,181073,February
13523,"Ahmedabad, India",2014-10-28,Platinum,Fuel,M,153548,October
13524,"Delhi, India",2015-03-18,Silver,Bills,M,240211,March
13525,"Greater Mumbai, India",2013-10-11,Gold,Grocery,M,142725,October
13526,"Bengaluru, India",2013-10-24,Signature,Bills,M,250495,October
13527,"Delhi, India",2014-01-15,Signature,Food,F,195523,January
13528,"Greater Mumbai, India",2014-09-14,Silver,Bills,M,130203,September
13529,"Ahmedabad, India",2015-01-26,Signature,Grocery,M,55861,January
13530,"Ahmedabad, India",2013-11-16,Gold,Food,M,232578,November
13531,"Bengaluru, India",2014-05-05,Gold,Entertainment,F,109579,May
13532,"Delhi, India",2015-02-16,Silver,Fuel,M,198088,February
13533,"Greater Mumbai, India",2015-03-03,Platinum,Bills,F,30185,March
13534,"Delhi, India",2015-03-06,Signature,Grocery,F,59662,March
13535,"Bengaluru, India",2014-12-27,Signature,Grocery,M,205334,December
13536,"Delhi, India",2013-11-11,Platinum,Fuel,F,74559,November
13537,"Bengaluru, India",2013-11-14,Silver,Food,M,126931,November
13538,"Ahmedabad, India",2014-07-02,Platinum,Food,F,98246,July
13539,"Bengaluru, India",2015-03-18,Platinum,Fuel,M,10390,March
13540,"Bengaluru, India",2014-05-16,Silver,Bills,M,148675,May
13541,"Bengaluru, India",2014-03-26,Silver,Food,M,35797,March
13542,"Greater Mumbai, India",2014-06-10,Silver,Grocery,M,139618,June
13543,"Greater Mumbai, India",2014-01-28,Platinum,Food,M,234983,January
13544,"Ahmedabad, India",2014-07-05,Silver,Food,M,192160,July
13545,"Ahmedabad, India",2013-11-26,Platinum,Bills,F,121091,November
13546,"Bengaluru, India",2014-07-05,Signature,Fuel,F,241004,July
13547,"Greater Mumbai, India",2015-01-12,Silver,Grocery,F,262542,January
13548,"Delhi, India",2014-03-16,Signature,Entertainment,F,21226,March
13549,"Bengaluru, India",2014-07-14,Signature,Grocery,F,21387,July
13550,"Delhi, India",2014-08-22,Platinum,Food,M,241399,August
13551,"Delhi, India",2015-05-15,Platinum,Grocery,M,21941,May
13552,"Ahmedabad, India",2014-09-27,Signature,Grocery,M,35671,September
13553,"Greater Mumbai, India",2013-11-01,Platinum,Fuel,M,283676,November
13554,"Ahmedabad, India",2015-03-18,Silver,Food,M,196038,March
13555,"Ahmedabad, India",2014-09-26,Signature,Fuel,M,220239,September
13556,"Bengaluru, India",2014-08-19,Signature,Entertainment,M,55659,August
13557,"Greater Mumbai, India",2014-06-23,Silver,Grocery,F,189544,June
13558,"Greater Mumbai, India",2014-09-24,Gold,Grocery,M,207719,September
13559,"Ahmedabad, India",2014-10-21,Signature,Bills,M,64743,October
13560,"Bengaluru, India",2014-11-01,Silver,Fuel,M,109711,November
13561,"Ahmedabad, India",2014-01-05,Gold,Bills,M,190231,January
13562,"Ahmedabad, India",2013-10-20,Gold,Grocery,M,48619,October
13563,"Bengaluru, India",2014-08-06,Signature,Entertainment,F,272257,August
13564,"Greater Mumbai, India",2014-04-11,Platinum,Bills,F,112811,April
13565,"Greater Mumbai, India",2015-04-08,Gold,Food,F,197640,April
13566,"Ahmedabad, India",2014-01-19,Signature,Bills,F,207800,January
13567,"Ahmedabad, India",2014-06-11,Platinum,Bills,M,248429,June
13568,"Delhi, India",2015-05-10,Platinum,Grocery,F,156218,May
13569,"Bengaluru, India",2013-12-20,Platinum,Fuel,M,105095,December
13570,"Delhi, India",2014-04-11,Silver,Fuel,M,269776,April
13571,"Bengaluru, India",2014-03-21,Gold,Grocery,M,239548,March
13572,"Greater Mumbai, India",2014-02-08,Gold,Grocery,M,182003,February
13573,"Greater Mumbai, India",2015-02-24,Platinum,Fuel,F,46733,February
13574,"Ahmedabad, India",2014-07-25,Platinum,Grocery,F,225087,July
13575,"Greater Mumbai, India",2014-06-27,Signature,Entertainment,M,297518,June
13576,"Ahmedabad, India",2015-03-10,Gold,Food,F,41665,March
13577,"Delhi, India",2014-12-26,Platinum,Fuel,F,36505,December
13578,"Ahmedabad, India",2014-10-19,Platinum,Fuel,F,32832,October
13579,"Greater Mumbai, India",2014-10-09,Gold,Food,F,250794,October
